cell_id,area,x,y,width,height,purple_score,predicted_class,confidence,confidence_percent
1,4322,271,136,74,75,120.51152038574219,myeloblast,0.999998,99.999794
3,5837,203,218,83,102,117.05840301513672,myeloblast,0.999897,99.9897
4,3320,61,236,66,65,113.9356918334961,myeloblast,0.9889737,98.89737
2,2464,113,138,57,56,107.31275177001953,myeloblast,0.9960517,99.60517
