cell_id,area,x,y,width,height,purple_score,predicted_class,confidence,confidence_percent
21,7338,349,211,96,102,76.87299346923828,basophil,0.54572856,54.572857
40,6570,227,334,93,97,72.762939453125,myeloblast,0.72956276,72.956276
6,6145,43,86,87,89,58.80830001831055,myeloblast,0.8272788,82.72788
41,6330,550,340,90,92,54.12148666381836,myeloblast,0.5475087,54.75087
